order_id,order_datetime,pickup_area,drop_area,distance_km,estimated_time_min,order_value,festival_flag,delivery_agent_id,traffic_level,weather_condition,delivery_time_min
ORD100888,2023-10-08 03:01:00,Bandra,Bandra,0.95,12,810.98,No,AG264,Low,Clear,3.19
ORD100889,2023-10-24 05:31:00,Colaba,Thane,1.59,12,833.69,No,AG216,Medium,Clear,7.04
ORD100890,2023-10-17 12:58:00,Bandra,Thane,3.75,10,176.26,No,AG65,Medium,Clear,10.06
ORD100891,2023-10-18 03:16:00,Kurla,Kurla,4.35,12,660.68,Yes,AG110,High,Rainy,17.18
ORD100892,2023-10-25 08:45:00,Thane,Andheri,4.24,12,106.11,No,AG238,Medium,Clear,10.85
ORD100893,2023-10-15 06:39:00,Thane,Bandra,2.29,15,139.11,Yes,AG195,Medium,Foggy,12.57
ORD100894,2023-10-10 22:58:00,Borivali,Bandra,3.51,15,913.58,No,AG31,Medium,Clear,11.11
ORD100895,2023-10-16 06:07:00,Borivali,Goregaon,1.42,18,574.81,No,AG5,Low,Rainy,6.04
ORD100896,2023-10-05 02:28:00,Kurla,Thane,1.82,10,762.31,No,AG257,Low,Rainy,6.96
ORD100897,2023-10-06 22:28:00,Bandra,Thane,4.53,12,854.65,No,AG270,Low,Rainy,12.92
ORD100898,2023-10-03 21:54:00,Borivali,Goregaon,0.56,10,954.63,No,AG138,Low,Foggy,5.1
ORD100899,2023-10-11 21:22:00,,Powai,0.88,20,882.42,No,AG160,Medium,Clear,5.0
ORD100900,2023-10-23 02:35:00,Andheri,,1.44,12,534.98,Yes,AG234,Medium,Clear,7.32
ORD100901,2023-10-18 09:57:00,Kurla,Andheri,0.62,10,402.37,No,AG133,Medium,Clear,4.61
ORD100902,2023-10-10 05:45:00,Thane,Powai,1.32,18,239.04,No,AG13,Medium,Clear,6.67
ORD100903,2023-10-23 22:40:00,Colaba,Andheri,3.12,18,460.29,Yes,AG262,Low,Rainy,8.92
ORD100904,2023-10-06 11:32:00,Colaba,Borivali,2.4,12,429.84,No,AG119,Medium,Clear,7.3
ORD100905,2023-10-08 03:12:00,Bandra,Kurla,4.52,20,603.62,No,AG225,Medium,Rainy,13.14
ORD100906,2023-10-26 04:15:00,Borivali,Borivali,4.18,18,698.96,Yes,AG286,High,Clear,14.3
ORD100907,2023-10-26 15:01:00,Bandra,Andheri,2.04,18,980.49,Yes,AG46,High,Clear,12.26
ORD100908,2023-10-12 17:36:00,Andheri,Colaba,1.67,20,755.55,Yes,AG290,Medium,Foggy,12.11
ORD100909,2023-10-12 14:51:00,Goregaon,Goregaon,2.21,10,679.37,No,AG57,Medium,Clear,7.81
ORD100910,2023-10-18 04:39:00,Andheri,Powai,3.16,18,401.58,No,AG293,Low,Clear,7.4
ORD100911,2023-10-29 02:04:00,Andheri,Bandra,1.71,15,131.05,No,AG17,Low,Clear,4.9
ORD100912,2023-10-10 12:45:00,Powai,Thane,3.31,18,359.31,No,AG252,High,Rainy,14.44
ORD100913,2023-10-24 15:33:00,Bandra,Kurla,2.34,10,791.6,Yes,AG150,Medium,Rainy,10.92
ORD100914,2023-10-14 13:52:00,Borivali,Thane,2.98,10,284.74,No,AG291,Medium,Rainy,9.82
ORD100915,2023-10-19 02:08:00,Kurla,Thane,2.46,12,740.97,Yes,AG67,High,Clear,8.36
ORD100916,2023-10-11 20:04:00,Goregaon,Goregaon,1.83,15,621.8,Yes,AG44,Medium,Clear,6.31
ORD100917,2023-10-15 14:43:00,Powai,Kurla,4.77,10,254.67,No,AG224,Low,Clear,12.91
ORD100918,2023-10-17 11:08:00,Bandra,Borivali,3.94,20,335.46,Yes,AG154,Low,Clear,10.55
ORD100919,2023-10-29 17:40:00,Goregaon,Bandra,1.13,15,,No,AG23,Low,Clear,4.4
ORD100920,2023-10-19 05:49:00,Borivali,Kurla,4.41,15,476.54,No,AG26,Medium,Clear,11.84
ORD100921,2023-10-31 04:27:00,Andheri,Colaba,,20,800.71,Yes,AG207,Medium,Clear,9.94
ORD100922,2023-10-17 01:53:00,Andheri,Goregaon,4.53,18,760.96,No,AG293,High,Clear,14.55
ORD100923,2023-10-04 16:09:00,Thane,Goregaon,4.1,20,617.12,No,AG271,Medium,Clear,10.02
ORD100924,2023-10-10 05:10:00,Andheri,Borivali,2.41,20,840.05,No,AG104,Low,Clear,5.25
ORD100925,2023-10-11 22:14:00,Bandra,Andheri,0.6,18,606.4,Yes,AG202,Low,Clear,0.59
ORD100926,2023-10-12 16:57:00,Andheri,,1.71,18,967.95,Yes,AG66,Medium,Clear,8.69
ORD100927,2023-10-10 02:16:00,Thane,Borivali,2.94,18,295.5,No,AG102,High,Clear,12.42
ORD100928,2023-10-07 20:35:00,Bandra,Colaba,3.35,18,742.72,No,AG167,Low,Rainy,9.83
ORD100929,2023-10-09 04:40:00,Thane,Goregaon,1.66,18,432.95,Yes,AG118,High,Clear,9.24
ORD100930,2023-10-10 19:34:00,Borivali,Borivali,1.13,20,351.07,No,AG143,Medium,Rainy,8.15
ORD100931,2023-10-03 16:41:00,Kurla,Colaba,4.26,12,262.35,Yes,AG277,Low,Clear,10.95
ORD100932,2023-10-06 18:37:00,Thane,Goregaon,4.93,12,597.25,Yes,AG138,High,Clear,18.1
ORD100933,2023-10-05 05:42:00,Powai,Kurla,2.87,10,293.92,Yes,AG262,Low,Clear,7.83
ORD100934,2023-10-20 23:57:00,Powai,Andheri,1.27,12,,No,AG224,Medium,Clear,6.28
ORD100935,2023-10-20 10:53:00,Colaba,Bandra,1.73,12,991.48,Yes,AG139,Low,Clear,4.78
ORD100936,2023-10-30 18:02:00,Bandra,Bandra,0.58,20,821.57,No,AG230,High,Clear,7.28
ORD100937,2023-10-27 00:05:00,Powai,Powai,4.61,18,,No,AG21,High,Foggy,19.31
ORD100938,2023-10-02 20:49:00,Borivali,Goregaon,1.03,18,814.65,Yes,AG259,High,Clear,8.17
ORD100939,2023-10-19 08:41:00,Powai,Kurla,3.09,20,972.03,No,AG81,Low,Clear,6.98
ORD100940,2023-10-07 18:26:00,Kurla,Andheri,1.73,12,615.95,No,AG61,Low,Clear,4.01
ORD100941,2023-10-20 20:01:00,Colaba,Goregaon,2.99,20,298.22,No,AG115,Medium,Clear,7.92
ORD100942,2023-10-16 20:34:00,Bandra,Colaba,3.43,10,875.99,No,AG294,Low,Rainy,10.63
ORD100943,2023-10-10 20:19:00,Goregaon,Kurla,4.23,18,768.46,No,AG271,Medium,Clear,10.15
ORD100944,2023-10-16 07:51:00,Colaba,Bandra,1.43,15,472.88,Yes,AG211,,Clear,5.3
ORD100945,2023-10-26 21:25:00,Colaba,Bandra,0.55,10,526.21,No,AG164,Low,Clear,1.99
ORD100946,2023-10-10 14:04:00,Thane,Colaba,1.12,10,470.13,Yes,AG141,Medium,Clear,5.5
ORD100947,2023-10-23 01:10:00,Borivali,Powai,4.55,20,936.95,No,AG222,High,Clear,15.34
ORD100948,2023-10-15 13:30:00,Colaba,Goregaon,4.43,12,409.18,Yes,AG96,High,Clear,15.35
ORD100949,2023-10-15 06:21:00,Goregaon,Goregaon,3.19,18,967.14,Yes,AG76,Medium,Rainy,12.79
ORD100950,2023-10-20 04:20:00,Bandra,Goregaon,3.2,15,919.24,No,AG5,Medium,Clear,11.19
ORD100951,2023-10-28 22:20:00,Thane,Borivali,3.49,10,667.47,Yes,AG87,Low,Clear,9.64
ORD100952,2023-10-24 11:25:00,Thane,Bandra,1.29,15,621.84,No,AG34,Low,Rainy,6.2
ORD100953,2023-10-05 11:32:00,Bandra,Andheri,4.61,12,433.08,Yes,AG86,Medium,Clear,13.14
ORD100954,2023-10-18 03:20:00,Borivali,Thane,2.38,12,116.5,No,AG103,High,Clear,10.58
ORD100955,2023-10-08 14:07:00,Goregaon,Andheri,2.22,15,214.86,Yes,AG252,Low,Foggy,7.77
ORD100956,2023-10-09 14:15:00,Goregaon,Kurla,2.84,18,778.81,No,AG76,Low,Clear,7.34
ORD100957,2023-10-05 03:03:00,Bandra,Bandra,0.71,12,524.39,No,AG8,Low,Clear,1.89
ORD100958,2023-10-10 12:55:00,Bandra,Thane,1.25,15,234.85,No,AG184,Low,Clear,2.82
ORD100959,2023-10-20 13:15:00,Colaba,Colaba,3.82,10,337.56,Yes,AG169,Low,Rainy,11.06
ORD100960,2023-10-31 05:52:00,Andheri,Goregaon,0.87,15,953.05,No,AG1,Medium,Clear,3.99
ORD100961,2023-10-11 18:46:00,Goregaon,Bandra,3.21,15,430.42,No,AG107,Medium,Rainy,14.25
ORD100962,2023-10-11 06:48:00,Andheri,Borivali,1.6,20,916.91,No,AG112,Low,Clear,2.99
ORD100963,2023-10-06 15:32:00,Goregaon,Goregaon,2.25,12,374.17,No,AG2,Low,Clear,5.35
ORD100964,2023-10-15 15:56:00,Colaba,Bandra,1.8,18,588.9,No,AG32,Medium,Clear,4.91
ORD100965,2023-10-10 15:01:00,Kurla,Bandra,2.1,18,118.43,No,AG11,Medium,Clear,6.47
ORD100966,2023-10-03 12:32:00,Goregaon,Thane,3.74,20,569.69,Yes,AG10,Low,Rainy,10.17
ORD100967,2023-10-15 07:13:00,Colaba,Goregaon,1.84,18,673.25,Yes,AG281,High,Rainy,13.2
ORD100968,2023-10-19 11:03:00,Bandra,Andheri,3.05,15,310.87,No,AG266,Medium,Clear,7.58
ORD100969,2023-10-02 09:31:00,Borivali,Colaba,2.64,20,621.04,Yes,AG193,Medium,Clear,9.71
ORD100970,2023-10-20 20:43:00,Goregaon,Thane,3.49,10,682.45,Yes,AG128,High,Clear,11.67
ORD100971,2023-10-16 09:34:00,Borivali,Powai,4.72,12,718.2,Yes,AG150,Medium,Clear,11.4
ORD100972,2023-10-01 03:27:00,Thane,Andheri,3.8,12,798.76,Yes,AG207,High,Clear,14.27
ORD100973,2023-10-05 08:46:00,Colaba,Colaba,1.47,12,380.21,No,AG233,High,Rainy,13.82
ORD100974,2023-10-12 12:23:00,Powai,Goregaon,0.64,15,611.0,No,AG123,Low,Clear,1.84
ORD100975,2023-10-02 12:03:00,Bandra,Kurla,1.68,10,983.42,No,AG57,High,Clear,9.95
ORD100976,2023-10-19 17:12:00,Powai,Borivali,3.18,20,908.33,No,AG3,Low,Rainy,9.32
ORD100977,2023-10-12 17:18:00,Goregaon,Bandra,0.73,20,957.4,No,AG2,Low,Clear,1.95
ORD100978,2023-10-03 12:32:00,Borivali,Bandra,2.73,12,447.52,No,AG265,High,Rainy,14.35
ORD100979,2023-10-15 17:17:00,Kurla,Goregaon,3.19,10,808.24,No,AG267,High,Rainy,14.55
ORD100980,2023-10-27 19:43:00,Colaba,Thane,2.0,10,657.91,No,AG293,Medium,Clear,8.14
ORD100981,2023-10-20 03:08:00,Goregaon,Andheri,3.97,10,174.46,No,AG291,Low,Clear,9.74
ORD100982,2023-10-04 12:23:00,Kurla,Kurla,0.98,18,841.58,No,AG47,Medium,Clear,4.43
ORD100983,2023-10-26 10:35:00,Goregaon,Borivali,0.84,18,709.39,Yes,AG63,Medium,Rainy,5.23
ORD100984,2023-10-31 11:48:00,Bandra,Borivali,3.78,12,279.03,Yes,AG130,Low,Clear,7.83
ORD100985,2023-10-05 06:38:00,Thane,Colaba,2.73,10,171.76,No,AG61,High,Rainy,15.72
ORD100986,2023-10-17 12:32:00,Kurla,Powai,3.6,10,853.32,No,AG208,Medium,Clear,10.08
ORD100987,2023-10-02 01:02:00,Powai,Andheri,2.46,20,171.01,No,AG2,Low,Clear,6.94
ORD100988,2023-10-05 22:21:00,Thane,Bandra,1.61,20,182.22,No,AG12,Low,Foggy,9.87
ORD100989,2023-10-26 15:33:00,Bandra,Andheri,4.19,12,484.67,No,AG297,Medium,Clear,11.99
ORD100990,2023-10-15 04:38:00,Powai,Thane,4.1,10,221.32,No,AG48,Medium,Foggy,16.33
ORD100991,2023-10-29 16:08:00,Colaba,Goregaon,3.63,12,922.3,No,AG197,Low,Clear,7.69
ORD100992,2023-10-11 19:20:00,Bandra,Powai,1.72,20,523.26,No,AG291,Medium,Clear,7.6
ORD100993,2023-10-06 12:39:00,Bandra,Powai,3.16,20,612.24,No,AG78,Low,Clear,7.11
ORD100994,2023-10-24 09:37:00,Goregaon,Goregaon,2.12,18,935.3,Yes,AG121,Medium,Foggy,10.47
ORD100995,2023-10-11 16:53:00,Andheri,Andheri,0.91,12,577.24,No,AG72,Medium,Rainy,9.93
ORD100996,2023-10-17 17:31:00,Colaba,Powai,4.63,12,418.23,No,AG254,,Rainy,13.24
ORD100997,2023-10-23 18:19:00,Powai,Goregaon,1.12,10,817.44,No,AG104,Medium,Clear,4.53
ORD100998,2023-10-16 00:23:00,Thane,Goregaon,4.78,10,498.57,No,AG234,Medium,Clear,12.99
ORD100999,2023-10-11 21:07:00,,Goregaon,2.51,18,,No,AG298,Medium,Clear,6.93
ORD101000,2023-10-14 18:19:00,Colaba,Powai,1.33,15,750.91,Yes,AG273,Medium,Clear,4.4
ORD101001,2023-10-26 23:55:00,Colaba,Thane,2.94,15,821.45,No,AG296,High,Rainy,14.67
ORD101002,2023-10-23 20:01:00,Borivali,Colaba,4.43,15,812.54,No,AG236,High,Rainy,16.42
ORD101003,2023-10-20 15:16:00,Thane,Andheri,3.8,12,979.91,Yes,AG23,Low,Clear,8.13
ORD101004,2023-10-31 20:50:00,Bandra,Colaba,4.13,12,808.0,No,AG199,Medium,Rainy,12.95
ORD101005,2023-10-25 18:36:00,Bandra,Goregaon,3.46,20,792.94,No,AG5,Low,Rainy,11.9
ORD101006,2023-10-08 23:03:00,Borivali,Powai,3.62,12,871.74,No,AG278,Low,Foggy,13.92
ORD101007,2023-10-19 15:10:00,Kurla,Andheri,4.32,12,100.17,No,AG173,Low,Clear,8.25
ORD101008,2023-10-17 20:46:00,Goregaon,Bandra,1.62,12,426.19,Yes,AG154,High,Rainy,14.37
ORD101009,2023-10-20 12:09:00,Powai,Goregaon,2.7,18,763.84,No,AG279,Medium,Clear,9.16
ORD101010,2023-10-27 21:15:00,Kurla,Borivali,1.5,12,639.75,No,AG43,Low,Clear,4.24
ORD101011,2023-10-02 18:44:00,Kurla,Thane,4.94,10,259.81,No,AG281,,Clear,9.36
ORD101012,2023-10-04 06:01:00,Borivali,Kurla,4.75,10,373.36,No,AG218,High,Clear,13.86
ORD101013,2023-10-15 10:26:00,Andheri,Powai,0.68,20,,Yes,AG246,Medium,Clear,4.32
ORD101014,2023-10-05 13:44:00,Colaba,Bandra,3.68,18,611.05,No,AG133,Medium,Clear,10.19
ORD101015,2023-10-07 13:32:00,Thane,Powai,4.66,10,848.44,No,AG199,High,Rainy,18.03
ORD101016,2023-10-25 19:58:00,Borivali,Colaba,1.31,18,939.24,No,AG126,Medium,Clear,5.67
ORD101017,2023-10-16 23:46:00,Bandra,Kurla,3.06,18,775.08,No,AG21,Low,Clear,6.41
ORD101018,2023-10-02 22:08:00,Andheri,Andheri,4.62,20,858.66,No,AG26,Medium,Clear,12.02
ORD101019,2023-10-17 06:35:00,Kurla,Powai,0.65,18,523.09,No,AG12,High,Clear,7.3
ORD101020,2023-10-11 21:30:00,Kurla,Borivali,3.64,12,450.8,No,AG264,High,Clear,15.85
ORD101021,2023-10-17 12:20:00,Goregaon,Andheri,1.84,18,453.44,No,AG142,Low,Clear,2.41
ORD101022,2023-10-31 05:29:00,Thane,Powai,4.66,20,654.43,Yes,AG113,Low,Rainy,13.7
ORD101023,2023-10-30 17:21:00,Goregaon,Kurla,4.87,20,211.81,No,AG128,Low,Rainy,13.82
ORD101024,2023-10-18 11:43:00,Kurla,Bandra,4.75,20,621.54,No,AG223,Medium,Clear,12.52
ORD101025,2023-10-25 23:43:00,Powai,Bandra,2.63,10,698.62,No,AG61,Medium,Clear,8.63
ORD101026,2023-10-21 22:16:00,Thane,Powai,4.38,12,495.02,No,AG50,Low,Clear,11.74
ORD101027,2023-10-20 15:12:00,Colaba,Goregaon,4.3,10,957.85,No,AG126,Medium,Clear,11.95
ORD101028,2023-10-31 07:17:00,Kurla,Bandra,1.94,15,647.39,No,AG229,Medium,Clear,5.39
ORD101029,2023-10-18 09:14:00,Bandra,Powai,4.23,12,298.0,Yes,AG43,Medium,Rainy,14.82
ORD101030,2023-10-31 09:49:00,Andheri,Kurla,0.67,18,531.29,No,AG50,High,Clear,7.18
ORD101031,2023-10-10 22:13:00,Goregaon,Bandra,3.18,20,707.86,No,AG268,Medium,Rainy,11.74
ORD101032,2023-10-23 22:31:00,Bandra,Kurla,1.54,15,391.27,No,AG44,Medium,Clear,6.27
ORD101033,2023-10-11 15:22:00,Goregaon,Goregaon,1.04,12,171.68,No,AG163,Medium,Clear,4.96
ORD101034,2023-10-18 23:17:00,Bandra,Powai,0.85,10,625.09,No,AG48,High,Clear,7.47
ORD101035,2023-10-10 03:36:00,Andheri,Thane,3.63,20,953.08,No,AG285,Low,Clear,8.16
ORD101036,2023-10-22 17:24:00,,Borivali,2.03,10,536.56,Yes,AG190,High,Clear,8.89
ORD101037,2023-10-29 12:52:00,Thane,Colaba,3.76,12,915.5,No,AG133,Low,Clear,9.24
ORD101038,2023-10-12 04:18:00,Goregaon,Powai,0.79,12,851.52,No,AG169,Low,Clear,2.44
ORD101039,2023-10-02 09:45:00,Bandra,Goregaon,,15,232.67,No,AG257,Low,Clear,5.1
ORD101040,2023-10-03 11:59:00,Bandra,Colaba,2.93,18,737.35,Yes,AG73,High,Clear,10.99
ORD101041,2023-10-15 20:16:00,Thane,Kurla,4.06,10,491.92,No,AG294,Medium,Clear,10.0
ORD101042,2023-10-24 15:13:00,Goregaon,Powai,1.93,15,325.22,No,AG159,Low,Clear,4.49
ORD101043,2023-10-07 17:17:00,Kurla,Colaba,3.32,20,718.24,Yes,AG77,High,Clear,12.61
ORD101044,2023-10-30 17:44:00,Kurla,Thane,4.49,18,768.39,No,AG10,Medium,Clear,11.57
ORD101045,2023-10-09 04:06:00,Kurla,Borivali,3.27,15,261.91,Yes,AG97,High,Clear,12.63
ORD101046,2023-10-20 23:37:00,Bandra,Thane,1.55,10,923.0,No,AG134,Low,Foggy,5.95
ORD101047,2023-10-08 07:03:00,Goregaon,Goregaon,0.61,12,776.03,No,AG7,Low,Rainy,7.22
ORD101048,2023-10-22 16:14:00,Thane,Andheri,4.42,20,940.04,No,AG36,Medium,Foggy,15.07
ORD101049,2023-10-21 07:03:00,Colaba,Goregaon,0.6,10,385.37,No,AG186,Medium,Clear,3.04
ORD101050,2023-10-04 13:21:00,Goregaon,Kurla,4.44,18,945.4,Yes,AG105,Medium,Clear,13.02
ORD101051,2023-10-23 15:06:00,Powai,Thane,2.88,18,431.67,No,AG166,,Rainy,10.6
ORD101052,2023-10-22 04:00:00,Goregaon,Kurla,4.73,12,148.57,No,AG123,Medium,Clear,12.66
ORD101053,2023-10-31 17:59:00,Borivali,Colaba,4.09,12,786.67,No,AG143,Low,Clear,8.02
ORD101054,2023-10-06 13:41:00,Thane,Bandra,4.99,20,733.16,No,AG212,Medium,Clear,12.68
ORD101055,2023-10-30 15:30:00,Thane,Bandra,2.08,20,638.12,No,AG211,Medium,Clear,6.87
ORD101056,2023-10-21 06:48:00,Andheri,Powai,3.95,12,540.9,Yes,AG16,Low,Clear,8.15
ORD101057,2023-10-31 09:20:00,Bandra,Andheri,2.31,12,128.95,Yes,AG229,Low,Clear,6.5
ORD101058,2023-10-10 20:03:00,Powai,Goregaon,2.66,18,662.14,Yes,AG165,Medium,Clear,9.74
ORD101059,2023-10-30 02:41:00,Colaba,Bandra,3.32,12,475.15,No,AG193,High,Foggy,15.87
ORD101060,2023-10-19 07:34:00,Thane,Colaba,4.43,15,604.19,No,AG295,Low,Clear,9.99
ORD101061,2023-10-24 23:54:00,Goregaon,Kurla,4.93,10,486.39,No,AG129,Low,Clear,9.54
ORD101062,2023-10-30 01:58:00,Powai,Powai,3.96,12,969.45,No,AG146,Low,Foggy,13.03
ORD101063,2023-10-30 05:26:00,Borivali,Andheri,2.38,20,643.7,No,AG298,High,Clear,11.58
ORD101064,2023-10-29 05:59:00,Bandra,Powai,2.4,15,774.31,No,AG140,Medium,Rainy,10.91
ORD101065,2023-10-30 01:53:00,Powai,Goregaon,3.82,20,942.71,Yes,AG208,High,Clear,13.07
ORD101066,2023-10-13 15:11:00,Powai,Powai,1.57,15,632.44,No,AG222,High,Clear,8.88
ORD101067,2023-10-30 23:55:00,Borivali,Goregaon,1.0,12,110.86,Yes,AG227,Medium,Foggy,8.52
ORD101068,2023-10-30 09:56:00,Colaba,Andheri,2.1,10,130.86,No,AG76,Low,Clear,4.99
ORD101069,2023-10-02 00:19:00,Powai,Bandra,1.79,20,732.1,No,AG28,Medium,Clear,5.93
ORD101070,2023-10-19 19:06:00,Andheri,Goregaon,1.83,15,351.18,Yes,AG49,Low,Clear,4.83
ORD101071,2023-10-30 10:18:00,Colaba,Bandra,1.55,18,621.44,No,AG30,Low,Clear,2.9
ORD101072,2023-10-15 20:34:00,Kurla,Borivali,0.69,12,282.05,Yes,AG282,Low,Rainy,2.59
ORD101073,2023-10-17 15:56:00,Borivali,Bandra,0.58,10,343.22,No,AG71,Medium,Clear,5.23
ORD101074,2023-10-31 04:54:00,Andheri,Thane,4.94,12,554.18,No,AG137,Medium,Clear,12.82
ORD101075,2023-10-17 14:17:00,Powai,Thane,,18,978.01,No,AG9,Medium,Rainy,10.96
ORD101076,2023-10-07 03:21:00,Thane,Borivali,2.23,10,654.64,No,AG72,Medium,Clear,6.71
ORD101077,2023-10-06 23:29:00,Bandra,Powai,3.56,18,942.53,No,AG277,Low,Rainy,10.69
ORD101078,2023-10-21 08:45:00,Powai,Powai,1.48,12,963.44,No,AG47,Medium,Clear,4.89
ORD101079,2023-10-06 00:47:00,Andheri,Andheri,4.77,15,287.3,Yes,AG260,Medium,Clear,13.72
ORD101080,2023-10-11 09:36:00,Borivali,Kurla,4.04,12,380.07,Yes,AG78,Low,Clear,8.58
ORD101081,2023-10-22 06:11:00,Colaba,Colaba,0.9,12,792.99,Yes,AG71,Medium,Foggy,7.26
ORD101082,2023-10-20 20:57:00,Andheri,Goregaon,2.38,12,880.09,No,AG114,Medium,Clear,8.44
ORD101083,2023-10-13 13:32:00,Colaba,Powai,4.46,20,567.3,No,AG263,Low,Clear,11.06
ORD101084,2023-10-11 02:25:00,Goregaon,Goregaon,4.75,18,993.9,No,AG229,Low,Clear,10.32
ORD101085,2023-10-22 03:11:00,Colaba,Bandra,2.6,18,110.41,No,AG148,High,Clear,12.71
ORD101086,2023-10-05 15:20:00,Bandra,Powai,3.26,18,369.63,Yes,AG1,Low,Clear,7.81
ORD101087,2023-10-30 07:00:00,Andheri,Colaba,1.25,20,660.85,Yes,AG77,Medium,Rainy,8.37
ORD101088,2023-10-09 12:15:00,Andheri,Bandra,4.96,15,522.36,No,AG201,High,Clear,15.83
ORD101089,2023-10-15 08:21:00,Thane,Kurla,1.54,12,204.94,Yes,AG73,Medium,Clear,6.58
ORD101090,2023-10-10 18:46:00,Goregaon,Bandra,4.74,15,431.01,No,AG18,Low,Clear,11.56
ORD101091,2023-10-19 00:16:00,Powai,Borivali,3.42,20,122.9,No,AG272,High,Clear,13.36
ORD101092,2023-10-21 11:44:00,Powai,Colaba,3.23,18,678.47,No,AG178,Medium,Foggy,13.72
ORD101093,2023-10-08 01:42:00,Bandra,Powai,2.81,12,903.47,No,AG257,Medium,Clear,8.69
ORD101094,2023-10-04 14:19:00,Bandra,Thane,1.54,10,896.39,No,AG36,Medium,Rainy,9.78
ORD101095,2023-10-06 12:43:00,Thane,Borivali,1.29,10,729.59,No,AG255,Medium,Clear,4.94
ORD101096,2023-10-17 22:49:00,Borivali,Andheri,1.49,15,519.19,Yes,AG135,High,Rainy,10.47
ORD101097,2023-10-10 22:07:00,Colaba,Andheri,1.34,18,560.83,No,AG167,High,Clear,8.87
ORD101098,2023-10-21 09:23:00,Colaba,Andheri,4.01,10,223.23,Yes,AG70,Medium,Foggy,14.01
ORD101099,2023-10-20 07:14:00,Borivali,Andheri,2.08,15,406.92,Yes,AG240,High,Clear,8.67
ORD101100,2023-10-31 04:30:00,Thane,Andheri,0.76,20,268.96,No,AG117,High,Rainy,12.14
ORD101101,2023-10-05 14:47:00,Colaba,Andheri,4.86,15,839.08,No,AG184,High,Clear,12.4
ORD101102,2023-10-20 11:26:00,Thane,Bandra,4.48,15,923.28,Yes,AG99,Medium,Clear,12.58
ORD101103,2023-10-23 17:58:00,Borivali,Borivali,4.67,15,583.23,Yes,AG211,Low,Clear,9.27
ORD101104,2023-10-16 17:51:00,Colaba,Powai,4.98,12,754.99,Yes,AG160,Medium,Rainy,15.16
ORD101105,2023-10-22 06:48:00,Andheri,Bandra,1.28,15,209.32,No,AG82,Low,Clear,3.99
ORD101106,2023-10-08 21:48:00,Borivali,Bandra,2.28,15,647.68,No,AG114,Medium,Rainy,12.89
ORD101107,2023-10-20 02:33:00,Thane,Goregaon,3.91,12,732.51,Yes,AG177,Low,Clear,9.52
ORD101108,2023-10-15 16:45:00,Borivali,Colaba,3.63,12,507.49,No,AG233,High,Foggy,16.24
ORD101109,2023-10-12 02:58:00,Colaba,Bandra,1.19,20,318.95,No,AG9,Medium,Clear,5.33
ORD101110,2023-10-19 03:03:00,Bandra,Colaba,4.17,18,,No,AG5,Medium,Clear,11.05
ORD101111,2023-10-27 17:57:00,Thane,Borivali,1.51,10,768.62,No,AG151,Medium,Clear,3.95
ORD101112,2023-10-17 06:36:00,Andheri,Andheri,1.51,10,909.87,No,AG45,Low,Clear,4.08
ORD101113,2023-10-18 04:10:00,Powai,Andheri,2.92,15,836.56,No,AG82,Medium,Clear,8.17
ORD101114,2023-10-11 16:28:00,Kurla,Powai,3.17,20,,No,AG49,Medium,Clear,10.08
ORD101115,2023-10-04 21:13:00,Goregaon,Borivali,3.11,15,272.96,Yes,AG287,High,Rainy,14.91
ORD101116,2023-10-23 18:31:00,Powai,Borivali,0.91,10,178.07,No,AG72,Low,Rainy,7.37
ORD101117,2023-10-03 16:28:00,Borivali,Kurla,4.45,12,403.3,No,AG283,Low,Clear,10.25
ORD101118,2023-10-26 01:29:00,Colaba,Bandra,1.7,18,216.1,Yes,AG170,Medium,Clear,6.61
ORD101119,2023-10-05 16:26:00,Andheri,Thane,1.08,20,570.82,Yes,AG55,Low,Clear,5.13
ORD101120,2023-10-15 18:03:00,Goregaon,Thane,4.5,12,669.73,Yes,AG282,Low,Clear,10.3
ORD101121,2023-10-18 14:43:00,Kurla,Thane,4.8,18,620.46,No,AG60,Low,Clear,12.24
ORD101122,2023-10-26 09:46:00,Borivali,Powai,4.38,20,333.32,Yes,AG215,Medium,Rainy,13.63
ORD101123,2023-10-01 12:16:00,Goregaon,,,20,917.94,No,AG36,Low,Foggy,11.26
ORD101124,2023-10-27 00:47:00,Bandra,Powai,3.45,10,119.06,No,AG91,Medium,Clear,10.12
ORD101125,2023-10-07 18:04:00,Goregaon,Colaba,2.98,12,413.21,No,AG168,High,Clear,13.16
ORD101126,2023-10-02 13:22:00,Kurla,Thane,0.89,20,747.09,No,AG178,Medium,Clear,3.63
ORD101127,2023-10-23 02:34:00,Bandra,Colaba,2.34,20,790.24,No,AG290,Medium,Foggy,11.24
ORD101128,2023-10-02 02:59:00,Thane,,2.18,18,474.51,Yes,AG10,Medium,Clear,5.68
ORD101129,2023-10-16 01:18:00,Colaba,Powai,1.67,10,115.22,No,AG147,Low,Clear,4.31
ORD101130,2023-10-14 05:49:00,Powai,Powai,3.76,15,656.24,Yes,AG204,Low,Rainy,11.51
ORD101131,2023-10-05 20:46:00,Thane,Thane,2.73,10,156.79,No,AG59,Low,Clear,7.07
ORD101132,2023-10-21 13:23:00,Borivali,Andheri,0.86,15,197.07,No,AG17,Medium,Clear,4.22
